name,iata_code
Kish International Airport,KIH
Bandar Lengeh International Airport,BDH
Persian Gulf International Airport,PGU
Khark Airport,KHK
Shahid Ashrafi Esfahani Airport,KSH
Khoram Abad Airport,KHD
Sanandaj Airport,SDG
Kashan Airport,KKS
Isfahan Shahid Beheshti International Airport,IFN
Sardar-e-Jangal Airport,RAS
Hamadan Airport,HDM
Imam Khomeini International Airport,IKA
Mehrabad International Airport,THR
Payam Karaj International Airport,PYK
Bandar Abbas International Airport,BND
Ayatollah Hashemi Rafsanjani International Airport,KER
Bam Airport,BXR
Rafsanjan Airport,RJN
Birjand International Airport,XBJ
Mashhad International Airport,MHD
Bojnord Airport,BJB
Sabzevar National Airport,AFZ
Nowshahr Airport,NSH
Ramsar Airport,RZR
Sari Dasht-e Naz International Airport,SRY
Lar Airport,LRR
Lamerd Airport,LFM
Shiraz Shahid Dastghaib International Airport,SYZ
Ardabil Airport,ADU
Urmia Airport,OMH
Tabriz International Airport,TBZ
Shahid Sadooghi Airport,AZD
Chabahar Konarak International Airport,ZBR
Zahedan International Airport,ZAH
Queen Alia International Airport,AMM
Amman Civil (Marka International) Airport,ADJ
Aqaba King Hussein International Airport,AQJ
Kuwait International Airport,KWI
Beirut Rafic Hariri International Airport,BEY
Duqm International Airport,DQM
Zayed International Airport,AUH
Al Ain International Airport,AAN
Dubai International Airport,DXB
Al Maktoum International Airport,DWC
Fujairah International Airport,FJR
Ras Al Khaimah International Airport,RKT
Sharjah International Airport,SHJ
Khasab Airport,KHS
Muscat International Airport,MCT
Salalah Airport,SLL
Bahawalpur Airport,BHV
Chitral Airport,CJL
Dera Ghazi Khan Airport,DEA
Faisalabad International Airport,LYP
New Gwadar International Airport,GWD
Gilgit Airport,GIL
Islamabad International Airport,ISB
Jinnah International Airport,KHI
Allama Iqbal International Airport,LHE
Multan International Airport,MUX
Shaheed Benazirabad Airport,WNS
Peshawar International Airport,PEW
Quetta International Airport,UET
Shaikh Zaid Airport,RYK
Skardu Airport,KDU
Sukkur Airport,SKZ
Sialkot International Airport,SKT
Turbat International Airport,TUK
Zhob Airport,PZH
Baghdad International Airport / New Al Muthana Air Base,BGW
Erbil International Airport,EBL
Basra International Airport,BSR
Al Najaf International Airport,NJF
Sulaymaniyah International Airport,ISU
Aleppo International Airport,ALP
Damascus International Airport,DAM
Qamishli Airport,KAC
Hamad International Airport,DOH
Aden International Airport,ADE
Al Ghaydah International Airport,AAY
Riyan Mukalla International Airport,RIY
Sanaa International Airport,SAH
Socotra International Airport,SCT
Seiyun Hadhramaut International Airport,GXF
Ta'izz International Airport,TAI
Barter Island Long Range Radar Station Airport,BTI
Bethel Airport,BET
Wiley Post Will Rogers Memorial Airport,BRW
Cold Bay Airport,CDB
Merle K (Mudhole) Smith Airport,CDV
Deering Airport,DRG
Adak Airport,ADK
Dillingham Airport,DLG
Kodiak Airport,ADQ
Tom Madsen (Dutch Harbor) Airport,DUT
Emmonak Airport,EMK
Kenai Municipal Airport,ENA
Fairbanks International Airport,FAI
Ambler Airport,ABL
Edward G. Pitka Sr Airport,GAL
Gulkana Airport,GKN
Gambell Airport,GAM
Gustavus Airport,GST
Holy Cross Airport,HCR
Huslia Airport,HSL
Haines Airport,HNS
Homer Airport,HOM
Egegik Airport,EGX
Bob Baker Memorial Airport,IAN
Iliamna Airport,ILI
Indian Mountain LRRS Airport,UTO
Juneau International Airport,JNU
King Salmon Airport,AKN
Anaktuvuk Pass Airport,AKP
Ketchikan International Airport,KTN
Klawock Airport,KLW
Cape Lisburne LRRS Airport,LUR
McGrath Airport,MCG
Merrill Field,MRI
Mekoryuk Airport,MYU
Ted Stevens Anchorage International Airport,ANC
Aniak Airport,ANI
Anvik Airport,ANV
Nome Airport,OME
Northway Airport,ORT
Ralph Wien Memorial Airport,OTZ
St George Airport,STG
Petersburg James A Johnson Airport,PSG
Port Heiden Airport,PTH
Platinum Airport,PTU
Nuiqsut Airport,NUI
Arctic Village Airport,ARC
Ruby Airport,RBY
Savoonga Airport,SVA
Deadhorse Airport,SCC
Sand Point Airport,SDP
Sitka Rocky Gutierrez Airport,SIT
St Paul Island Airport,SNP
Atqasuk Edward Burnell Sr Memorial Airport,ATK
Unalakleet Airport,UNK
Valdez Pioneer Field,VDZ
Wrangell Airport,WRG
Wainwright Airport,AIN
Yakutat Airport,YAK
Fort Yukon Airport,FYU
Rota International Airport,ROP
Saipan International Airport,SPN
Antonio B. Won Pat International Airport,GUM
Tinian International Airport,TIQ
Hana Airport,HNM
Kapalua Airport,JHM
Ellison Onizuka Kona International Airport at Keahole,KOA
Lihue Airport,LIH
Molokai Airport,MKK
Waimea Kohala Airport,MUE
Daniel K Inouye International Airport,HNL
Lanai Airport,LNY
Kahului International Airport,OGG
Hilo International Airport,ITO
Marshall Islands International Airport,MAJ
Bucholz Army Air Field,KWA
Cassidy International Airport,CXI
Point Lay LRRS Airport,PIZ
Chuuk International Airport,TKK
Pohnpei International Airport,PNI
Palau International Airport,ROR
Kosrae International Airport,KSA
Yap International Airport,YAP
Wake Island Airfield,AWK
Kinmen Airport,KNH
Matsu Nangan Airport,LZN
Taitung Airport,TTT
Kaohsiung International Airport,KHH
Chiayi Airport,CYI
Lanyu Airport,KYD
Taichung International Airport / Ching Chuang Kang Air Base,RMQ
Matsu Beigan Airport,MFK
Tainan International Airport / Tainan Air Base,TNN
Penghu Magong Airport,MZG
Pingtung Air Force Base North,PIF
Taipei Songshan Airport,TSA
Taiwan Taoyuan International Airport,TPE
Hualien Airport,HUN
Narita International Airport,NRT
Shinshu-Matsumoto Airport,MMJ
Ibaraki Airport / JASDF Hyakuri Air Base,IBR
Kansai International Airport,KIX
Nanki Shirahama Airport,SHM
Kobe Airport,UKB
Konotori Tajima Airport,TJH
Tokachi-Obihiro Airport,OBO
New Chitose Airport,CTS
Hakodate Airport,HKD
Kushiro Airport,KUH
Memanbetsu Airport,MMB
Nakashibetsu Airport,SHB
Sapporo Okadama Airport,OKD
Wakkanai Airport,WKJ
Iki Airport,IKI
Yamaguchi Ube Airport,UBJ
Tsushima Airport,TSJ
Monbetsu Airport,MBE
Asahikawa Airport,AKJ
Okushiri Airport,OIR
Rishiri Airport,RIS
Yakushima Airport,KUM
Fukue Airport,FUJ
Fukuoka Airport,FUK
New Tanegashima Airport,TNE
Kagoshima Airport,KOJ
Miyazaki Airport,KMI
Oita Airport,OIT
Kitakyushu Airport,KKJ
Saga Airport,HSG
Kumamoto Airport,KMJ
Nagasaki Airport,NGS
Chubu Centrair International Airport,NGO
Amami Airport,ASJ
Okinoerabu Airport,OKE
Kikai Airport,KKX
Tokunoshima Airport,TKN
Nagoya Airport / JASDF Komaki Air Base,NKM
Komatsu Airport / JASDF Komatsu Air Base,KMQ
Oki Global Geopark Airport,OKI
Mount Fuji Shizuoka Airport,FSZ
Toyama Airport,TOY
Noto Satoyama Airport,NTQ
Hiroshima Airport,HIJ
Okayama Momotaro Airport,OKJ
Izumo Enmusubi Airport,IZO
Yonago Kitaro Airport / JASDF Miho Air Base,YGJ
Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,IWK
Kochi Ryoma Airport,KCZ
Matsuyama Airport,MYJ
Osaka International Airport,ITM
Tottori Sand Dunes Conan Airport,TTJ
Tokushima Awaodori Airport / JMSDF Tokushima Air Base,TKS
Takamatsu Airport,TAK
Iwami Airport,IWJ
Aomori Airport,AOJ
Yamagata Airport,GAJ
Sado Airport,SDS
Fukushima Airport,FKS
Iwate Hanamaki Airport,HNA
Akita Airport,AXT
Misawa Airport / Misawa Air Base,MSJ
Niigata Airport,KIJ
Odate Noshiro Airport,ONJ
Sendai Airport,SDJ
Shonai Airport,SYO
Hachijojima Airport,HAC
Oshima Airport,OIM
Miyakejima Airport,MYE
Tokyo Haneda International Airport,HND
Muan International Airport,MWX
Gwangju Airport,KWJ
Gunsan Airport / Gunsan Air Base,KUV
Yeosu Airport,RSU
Wonju Airport / Hoengseong Air Base (K-38/K-46),WJU
Yangyang International Airport,YNY
Jeju International Airport,CJU
Gimhae International Airport,PUS
Sacheon Airport / Sacheon Air Base,HIN
Ulsan Airport,USN
Incheon International Airport,ICN
Gimpo International Airport,GMP
Pohang Airport (G-815/K-3),KPO
Daegu Airport,TAE
Cheongju International Airport/Cheongju Air Base (K-59/G-513),CJJ
Naha Airport / JASDF Naha Air Base,OKA
New Ishigaki Airport,ISG
Kumejima Airport,UEO
Minamidaito Airport,MMD
Miyako Airport,MMY
Kitadaito Airport,KTD
Shimojishima Airport,SHI
Tarama Airport,TRA
Yoron Airport,RNJ
Yonaguni Airport,OGN
Subic Bay International Airport / Naval Air Station Cubi Point,SFS
Clark International Airport / Clark Air Base,CRK
Laoag International Airport,LAO
Bicol International Airport,DRP
Ninoy Aquino International Airport,MNL
Cotabato (Awang) Airport,CBO
Francisco Bangoy International Airport,DVO
Bancasi Airport,BXU
Dipolog Airport,DPL
Camiguin Airport,CGM
Jolo Airport,JOL
Sanga Sanga Airport,TWT
Labo Airport,OZC
Pagadian Airport,PAG
General Santos International Airport,GES
Surigao Airport,SUG
Laguindingan International Airport,CGY
Zamboanga International Airport,ZAM
Bohol-Panglao International Airport,TAG
Loakan Airport,BAG
San Jose Airport,SJI
Naga Airport,WNP
Basco Airport,BSO
Tuguegarao Airport,TUG
Virac Airport,VRC
Cauayan Airport,CYZ
Daniel Z. Romualdez Airport,TAC
Bacolod-Silay Airport,BCD
Calbayog Airport,CYP
Sibulan Airport,DGT
Godofredo P. Ramos Airport,MPH
Catarman National Airport,CRM
Iloilo International Airport,ILO
Moises R. Espinosa Airport,MBT
Kalibo International Airport,KLO
Mactan Cebu International Airport,CEB
Puerto Princesa International Airport / PAF Antonio Bautista Air Base,PPS
Roxas Airport,RXS
Tugdan Airport,TBH
Francisco B. Reyes (Busuanga) Airport,USU
Red Sea International Airport,RSI
Yeysk Airport,EIK
General Urquiza Airport,PRA
Rosario Islas Malvinas International Airport,ROS
Sauce Viejo Airport,SFN
Jorge Newbery Airpark,AEP
Ingeniero Ambrosio Taravella Airport,COR
Minister Pistarini International Airport,EZE
El Plumerillo Airport,MDZ
Suboficial Ay Santiago Germano Airport,AFA
Coronel Felipe Varela International Airport,CTC
Vicecomodoro Angel D. La Paz Aragonés Airport,SDE
Capitan V A Almonacid Airport,IRJ
Termas de Río Hondo international Airport,RHD
Teniente Benjamin Matienzo Airport,TUC
Domingo Faustino Sarmiento Airport,UAQ
Brigadier Mayor D Cesar Raul Ojeda Airport,LUQ
Corrientes Airport,CNQ
Resistencia International Airport,RES
Formosa National Airport,FMA
Cataratas Del Iguazú International Airport,IGR
Libertador Gral D Jose De San Martin Airport,PSS
Martin Miguel De Guemes International Airport,SLA
Gobernador Horacio Guzman International Airport,JUJ
General E. Mosconi Airport,CRD
Esquel Brigadier Antonio Parodi International Airport,EQS
Las Heras Airport,LHS
Almirante Marco Andres Zar Airport,REL
Gobernador Castello Airport,VDM
El Tehuelche Airport,PMY
El Calafate - Commander Armando Tola International Airport,FTE
Puerto Deseado Airport,PUD
Gobernador Ramón Trejo Noel International Airport,RGA
Piloto Civil N. Fernández Airport,RGL
Ushuaia - Malvinas Argentinas International Airport,USH
Perito Moreno Jalil Hamer Airport,PMQ
Comandante Espora Airport,BHI
Santa Teresita Airport,SST
Ástor Piazzola International Airport,MDQ
Presidente Peron Airport,NQN
Necochea Airport,NEC
Santa Rosa Airport,RSA
San Carlos de Bariloche Airport,BRC
Aviador C. Campos Airport,CPC
Bauru/Arealva–Moussa Nakhal Tobias State Airport,JTC
Araraquara Airport,AQA
Aracaju - Santa Maria International Airport,AJU
Piloto Osvaldo Marques Dias Airport,AFL
Araçatuba Airport,ARU
Romeu Zema Airport,AAX
Val de Cans/Júlio Cezar Ribeiro International Airport,BEL
Presidente Juscelino Kubitschek International Airport,BSB
Atlas Brasil Cantanhede Airport,BVB
Coronel Adalberto Mendes da Silva Airport,CAC
Tancredo Neves International Airport,CNF
Campo Grande Airport,CGR
Serafin Enoss Bertaso Airport,XAP
Carajás Airport,CKS
Forquilhinha - Criciúma  Airport,CCM
Bartolomeu Lisandro Airport,CAW
Corumbá International Airport,CMG
Afonso Pena Airport,CWB
Hugo Cantergiani Regional Airport,CXJ
Marechal Rondon Airport,CGB
Cruzeiro do Sul Airport,CZS
Presidente Prudente Airport,PPB
Eduardo Gomes International Airport,MAO
Cataratas International Airport,IGU
Hercílio Luz International Airport,FLN
Fernando de Noronha Airport,FEN
Pinto Martins International Airport,FOR
Rio Galeão – Tom Jobim International Airport,GIG
Santa Genoveva Airport,GYN
Guarulhos - Governador André Franco Montoro International Airport,GRU
Coronel Altino Machado Airport,GVR
Altamira Interstate Airport,ATM
Itaituba Airport,ITB
Bahia - Jorge Amado Airport,IOS
Usiminas Airport,IPN
Prefeito Renato Moreira Airport,IMP
Comandante Ariston Pessoa Airport,JJD
Francisco de Assis Airport,JDF
Presidente Castro Pinto International Airport,JPA
Lauro Carneiro de Loyola Airport,JOI
Presidente João Suassuna Airport,CPV
Viracopos International Airport,VCP
Lages Airport,LAJ
Governor José Richa Airport,LDB
João Correa da Rocha Airport,MAB
Regional de Maringá - Sílvio Name Júnior Airport,MGF
Mário Ribeiro Airport,MOC
Frank Miloye Milenkowichi–Marília State Airport,MII
Zumbi dos Palmares Airport,MCZ
Macapá - Alberto Alcolumbre International Airport,MCP
Dix-Sept Rosado Airport,MVF
Manicoré Airport,MNX
Ministro Victor Konder International Airport,NVT
Santo Ângelo Airport,GEL
Salgado Filho International Airport,POA
Parnaíba - Prefeito Doutor João Silva Filho International Airport,PHB
Lauro Kurtz Airport,PFB
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,PGZ
Brigadeiro Lysias Rodrigues Airport,PMW
João Simões Lopes Neto International Airport,PET
Senador Nilo Coelho Airport,PNZ
Ponta Porã Airport,PMG
Porto Seguro Airport,BPS
Governador Jorge Teixeira de Oliveira Airport,PVH
Rio Branco-Plácido de Castro International Airport,RBR
Maestro Marinho Franco Airport,ROO
Recife/Guararapes - Gilberto Freyre International Airport,REC
Santos Dumont Airport,SDU
Leite Lopes Airport,RAO
São Gonçalo do Amarante - Governador Aluízio Alves International Airport,NAT
Professor Urbano Ernesto Stumpf Airport,SJK
Marechal Cunha Machado International Airport,SLZ
Santa Maria Airport,RIA
Santarém - Maestro Wilson Fonseca International Airport,STM
Congonhas Airport,CGH
Prof. Eribelto Manoel Reino State Airport,SJP
Deputado Luiz Eduardo Magalhães International Airport,SSA
Trombetas Airport,TMT
Senador Petrônio Portela Airport,THE
Tefé Airport,TFF
Tabatinga Airport,TBT
Tucuruí Airport,TUR
São Gabriel da Cachoeira Airport,SJL
Paulo Afonso Airport,PAV
Rubem Berta Airport,URG
Ten. Cel. Aviador César Bombonato Airport,UDI
Mário de Almeida Franco Airport,UBA
Brigadeiro Camarão Airport,BVH
Eurico de Aguiar Salles Airport,VIX
Presidente Itamar Franco Airport,IZA
Chacalluta Airport,ARI
Desierto de Atacama Airport,CPO
Balmaceda Airport,BBA
El Loa Airport,CJC
President Carlos Ibañez del Campo International Airport,PUQ
Diego Aracena Airport,IQQ
Comodoro Arturo Merino Benítez International Airport,SCL
Ricardo García Posada Airport,ESR
Andrés Sabella Gálvez International Airport,ANF
Carriel Sur Airport,CCP
Mataveri Airport,IPC
Cañal Bajo Carlos Hott Siebert Airport,ZOS
Lieutenant Julio Gallardo Airport,PNT
La Araucanía Airport,ZCO
La Florida Airport,LSC
El Tepual Airport,PMC
Pichoy Airport,ZAL
Francisco De Orellana Airport,OCC
Mariscal Lamar Airport,CUE
José Joaquín de Olmedo International Airport,GYE
Cotopaxi International Airport,LTX
Coronel E Carvajal Airport,XMS
Eloy Alfaro International Airport,MEC
Mariscal Sucre International Airport,UIO
Santa Rosa - Artillery Colonel Victor Larrea International Airport,ETR
Carlos Concha Torres International Airport,ESM
Lieutenant Colonel Luis A. Mantilla International Airport,TUA
Port Stanley Airport,PSY
Aeropuerto Internacional Silvio Pettirossi,ASU
Aeropuerto Internacional Tte. Amín Ayub González,ENO
Aeropuerto Internacional Guaraní,AGT
El Eden Airport,AXM
Tres De Mayo Airport,PUU
Palonegro Airport,BGA
El Dorado International Airport,BOG
Ernesto Cortissoz International Airport,BAQ
José Celestino Mutis Airport,BSC
Gerardo Tobar López Airport,BUN
Camilo Daza International Airport,CUC
Rafael Nuñez International Airport,CTG
Alfonso Bonilla Aragon International Airport,CLO
La Florida Airport,TCO
Las Brujas Airport,CZU
Yariguíes Airport,EJA
Gustavo Artunduaga Paredes Airport,FLA
Juan Casiano Airport,GPI
Perales Airport,IBE
San Luis Airport,IPI
Antonio Roldán Betancur Airport,APO
Alfredo Vásquez Cobo International Airport,LET
Enrique Olaya Herrera Airport,EOH
Los Garzones Airport,MTR
Fabio Alberto Leon Bentley Airport,MVP
La Nubia Airport,MZL
Benito Salas Airport,NVA
German Olano Airport,PCR
Obando Cesar Gaviria Trujillo Airport,PDA
Matecaña International Airport,PEI
Guillermo León Valencia Airport,PPN
Antonio Nariño Airport,PSO
El Embrujo Airport,PVA
Jose Maria Córdova International Airport,MDE
Almirante Padilla Airport,RCH
Jorge E. Gonzalez Torres Airport,SJE
Simón Bolívar International Airport,SMR
Gustavo Rojas Pinilla International Airport,ADZ
Eduardo Falla Solano Airport,SVI
Gustavo Vargas Airport,TME
Santiago Perez Airport,AUC
El Caraño Airport,UIB
Alfonso López Pumarejo Airport,VUP
Vanguardia Airport,VVC
El Alcaravan - Yopal Airport,EYP
Alcantarí Airport,SRE
Jorge Wilsterman International Airport,CBB
Capitán Aníbal Arab Airport,CIJ
El Trompillo Airport,SRZ
Guayaramerín Airport,GYA
El Alto International Airport,LPB
Capitán Av. Salvador Ogaya G. airport,PSZ
Capitán Av. Selin Zeitun Lopez Airport,RIB
Capitan Oriel Lea Plaza Airport,TJA
Teniente Av. Jorge Henrich Arauz Airport,TDD
Viru Viru International Airport,VVI
Johan Adolf Pengel International Airport,PBM
Dr. Luciano de Arruda Coelho Regional Airport,JSO
Cayenne – Félix Eboué Airport,CAY
Cap FAP David Abenzur Rengifo International Airport,PCL
FAP Lieutenant Jaime Andres de Montreuil Morales Airport,CHM
Air Force Captain Jose A Quinones Gonzales International Airport,CIX
Air Force Colonel Alfredo Mendivil Duarte Airport,AYP
Jorge Chávez International Airport,LIM
Shumba Airport,JAE
Francisco Carle Airport,JAU
Inca Manco Capac International Airport,JUL
Mayor General FAP Armando Revoredo Iglesias Airport,CJA
General Jorge Fernandez Maldon Airport,ILQ
Captain Pedro Canga Rodríguez International Airport,TBP
Moises Benzaquen Rengifo Airport,YMS
Alferez Fap David Figueroa Fernandini Airport,HUU
Chachapoyas Airport,CHH
Coronel FAP Francisco Secada Vignetta International Airport,IQT
Rodríguez Ballón International Airport,AQP
Capitan FAP Carlos Martinez De Pinillos International Airport,TRU
Cadete FAP Guillermo Del Castillo Paredes Airport,TPP
Coronel FAP Carlos Ciriani Santa Rosa International Airport,TCQ
Padre Aldamiz International Airport,PEM
Capitán FAP Guillermo Concha Iberico International Airport,PIU
Captain Victor Montes Arias International Airport,TYL
Maria Reiche Neuman Airport,NZC
Alejandro Velasco Astete International Airport,CUZ
Capitan Corbeta CA Curbelo International Airport,PDP
Carrasco General Cesáreo L. Berisso International Airport,MVD
General José Antonio Anzoategui International Airport,BLA
Barinas Airport,BNS
Barquisimeto International Airport,BRM
Canaima Airport,CAJ
General Francisco Bermúdez Airport,CUP
José Leonardo Chirinos Airport,CZE
Cumaná (Antonio José de Sucre) Airport,CUM
Josefa Camejo International Airport,LSP
La Chinita International Airport,MAR
Del Caribe Santiago Mariño International Airport,PMV
Maiquetía Simón Bolívar International Airport,CCS
José Tadeo Monagas International Airport,MUN
General Manuel Carlos Piar International Airport,PZO
San Antonio Del Tachira Airport,SVZ
Mayor Buenaventura Vivas International Airport,STD
San Tomé Airport,SOM
Arturo Michelena International Airport,VLN
Juan Pablo Pérez Alfonso Airport,VIG
Dr. Antonio Nicolás Briceño Airport,VLV
Araguaína Airport,AUX
Cheddi Jagan International Airport,GEO
Eugene F. Correia International Airport,OGL
Kaieteur International Airport,KAI
Lethem Airport,LTM
V C Bird International Airport,ANU
Codrington Airport,BBQ
Grantley Adams International Airport,BGI
Canefield Airport,DCF
Douglas-Charles Airport,DOM
Martinique Aimé Césaire International Airport,FDF
Grand Case-l'Espérance Airport,SFG
Saint Barthélemy - Gustaf III Airport,SBH
Marie-Galante Airport,GBJ
Guadeloupe - Maryse Condé International Airport,PTP
Maurice Bishop International Airport,GND
Cyril E. King Airport,STT
Henry E Rohlsen Airport,STX
Rafael Hernández International Airport,BQN
Benjamin Rivera Noriega Airport,CPX
Fernando Luis Ribas Dominicci Airport,SIG
Eugenio Maria De Hostos Airport,MAZ
Mercedita Airport,PSE
José Aponte de la Torre Airport,NRR
Luis Munoz Marin International Airport,SJU
Antonio Rivera Rodriguez Airport,VQS
Robert L. Bradshaw International Airport,SKB
Vance W. Amory International Airport,NEV
George F. L. Charles Airport,SLU
Hewanorra International Airport,UVF
Queen Beatrix International Airport,AUA
Flamingo International Airport,BON
Hato International Airport,CUR
F. D. Roosevelt Airport,EUX
Princess Juliana International Airport,SXM
Juancho E. Yrausquin Airport,SAB
Clayton J Lloyd International Airport,AXA
John A. Osborne Airport,MNI
A.N.R. Robinson International Airport,TAB
Piarco International Airport,POS
Terrance B. Lettsome International Airport,EIS
Argyle International Airport,SVD
J F Mitchell Airport,BQU
Canouan Airport,CIW
Mustique Airport,MQS
Union Island International Airport,UNI
L.F. Wade International Airport,BDA
Almaty International Airport,ALA
Balkhash Airport,BXH
Taldykorgan Airport,TDK
Nursultan Nazarbayev International Airport,NQZ
Kokshetau Airport,KOV
Petropavl Airport,PPK
Taraz Airport,DMB
Manas International Airport,BSZ
Osh Airport,OSS
Shymkent Airport,CIT
Hazrat Sultan International Airport,HSA
Zhezkazgan National Airport,DZN
Sary-Arka Airport,KGF
Uralsk Airport,URA
Ust-Kamenogorsk Airport,UKK
Pavlodar Airport,PWQ
Semey Airport,PLX
Aktau Airport,SCO
Atyrau International Airport,GUW
Aktobe Airport,AKX
Kostanay West Airport,KSN
Heydar Aliyev International Airport,GYD
Ganja International Airport,GNJ
Nakhchivan Airport,NAJ
Gabala International Airport,GBB
Issyk-Kul International Airport,IKU
Shirak International Airport,LWN
Zvartnots International Airport,EVN
Yakutsk Airport,YKS
Chulman Airport,NER
Moma Airport,MQJ
Olyokminsk Airport,OLZ
Ust-Nera Airport,USR
Vilyuisk Airport,VYI
Lensk Airport,ULK
Polyarny Airport,PYJ
Mirny Airport,MJZ
Saskylakh Airport,SYS
Srednekolymsk Airport,SEK
Chokurdakh Airport,CKH
Cherskiy Airport,CYX
Tiksi Airport,IKS
Zyryanka Airport,ZKP
Zhigansk Airport,ZIX
David the Builder Kutaisi International Airport,KUT
Batumi International Airport,BUS
Sukhumi Babushara /  Vladislav Ardzinba International Airport,SUI
Tbilisi International Airport,TBS
Ignatyevo Airport,BQS
Khabarovsk Novy Airport,KHV
Komsomolsk-on-Amur Airport,KXK
Ugolny Yuri Ryktheu Airport,DYR
Keperveem Airport,KPW
Sokol Airport,GDX
Pevek Airport,PWE
Nikolayevsk-na-Amure Airport,NLI
Okhotsk Airport,OHO
Yelizovo Airport,PKC
Yuzhno-Sakhalinsk Airport,UUS
Vladivostok International Airport,VVO
Chita-Kadala International Airport,HTA
Bratsk Airport,BTK
Irkutsk International Airport,IKT
Ust-Kut Airport,UKX
Baikal International Airport,UUD
Boryspil International Airport,KBP
Mariupol International Airport,MPW
Dnipro International Airport,DNK
Zaporizhzhia International Airport,OZH
Kryvyi Rih International Airport,KWG
Simferopol International Airport,SIP
Kharkiv International Airport,HRK
Ihor Sikorsky Kyiv International Airport (Zhuliany),IEV
Ivano-Frankivsk International Airport,IFO
Lviv International Airport,LWO
Chernivtsi International Airport,CWC
Rivne International Airport,RWN
Uzhhorod International Airport,UDJ
Kherson International Airport,KHE
Mykolaiv International Airport,NLV
Odessa International Airport,ODS
Talagi Airport,ARH
Naryan Mar Airport,NNM
Amderma Airport,AMV
Kotlas Airport,KSZ
Pulkovo Airport,LED
Murmansk Airport,MMK
Pskov Airport,PKV
Petrozavodsk Airport,PES
Cherepovets Airport,CEE
Velikiy Ustyug Airport,VUS
Brest Airport,BQT
Gomel Airport,GME
Khrabrovo Airport,KGD
Minsk National Airport,MSQ
Mogilev Airport,MVQ
Abakan International Airport,ABA
Barnaul Airport,BAX
Kemerovo Airport,KEJ
Yeniseysk Airport,EIE
Severo-Yeniseysk Airport,VEO
Vanavara Airport,VAQ
Krasnoyarsk International Airport,KJA
Krasnoyarsk Cheremshanka Airport,KCY
Kyzyl Airport,KYZ
Novosibirsk Tolmachevo Airport,OVB
Omsk Central Airport,OMS
Bogashevo Airport,TOF
Spichenkovo Airport,NOZ
Khatanga Airport,HTG
Igarka Airport,IAA
Norilsk-Alykel Airport,NSK
Anapa Vityazevo Airport,AAQ
Gelendzhik Airport,GDZ
Krasnodar Pashkovsky International Airport,KRR
Grozny Airport,GRV
Makhachkala Uytash International Airport,MCX
Mineralnyye Vody Airport,MRV
Nalchik Airport,NAL
Vladikavkaz Beslan International Airport,OGZ
Magas Airport,IGT
Stavropol Shpakovskoye Airport,STW
Platov International Airport,ROV
Taganrog Yuzhny Airport,TGK
Sochi International Airport,AER
Astrakhan Narimanovo Boris M. Kustodiev International Airport,ASF
Elista Airport,ESL
Volgograd International Airport,VOG
Chelyabinsk Balandino Airport,CEK
Magnitogorsk International Airport,MQF
Sabetta International Airport,SBT
Bovanenkovo Airport,BVJ
Salekhard Airport,SLY
Khanty Mansiysk Airport,HMA
Nyagan Airport,NYA
Beloyarskiy Airport,EYK
Sovetskiy Airport,OVS
Uray Airport,URJ
Izhevsk Airport,IJK
Pobedilovo Airport,KVX
Nadym Airport,NYM
Novy Urengoy Airport,NUX
Nizhnevartovsk Airport,NJC
Perm International Airport,PEE
Kogalym International Airport,KGP
Nefteyugansk Airport,NFG
Noyabrsk Airport,NOJ
Surgut Airport,SGC
Koltsovo Airport,SVX
Remezov Airport,RMZ
Roshchino International Airport,TJM
Kurgan Airport,KRO
Ashgabat International Airport,ASB
Turkmenbashi International Airport,KRW
Mary International Airport,MYP
Daşoguz Airport,TAZ
Türkmenabat International Airport,CRZ
Dushanbe International Airport,DYU
Kulob Airport,TJU
Khujand Airport,LBD
Qurghonteppa International Airport,KQT
Andizhan Airport,AZN
Fergana International Airport,FEG
Nukus Airport,NCU
Urgench Airport,UGC
Navoi Airport,NVI
Bukhara International Airport,BHK
Samarkand Airport,SKD
Termez Airport,TMJ
Tashkent International Airport,TAS
Zomin Airport,OMN
Kostroma Sokerkino Airport,KMW
Ivanovo South Airport,IWA
Staroselye Airport,RYB
Bryansk Airport,BZK
Zhukovsky International Airport,ZIA
Domodedovo International Airport,DME
Sheremetyevo International Airport,SVO
Belgorod International Airport,EGO
Kursk East Airport,URS
Lipetsk Airport,LPK
Voronezh International Airport,VOZ
Vnukovo International Airport,VKO
Ukhta Airport,UCT
Pechora Airport,PEX
Usinsk Airport,USK
Vorkuta Airport,VKT
Syktyvkar Airport,SCW
Nizhny Novgorod / Strigino International Airport,GOJ
Bugulma Airport,UUA
Kazan International Airport,KZN
Begishevo Airport,NBC
Cheboksary Airport,CSY
Ulyanovsk Baratayevka Airport,ULV
Ulyanovsk East Airport,ULY
Orenburg Central Airport,REN
Orsk Airport,OSW
Penza Airport,PEZ
Saransk Airport,SKX
Balakovo Airport,BWO
Gagarin International Airport,GSV
Ufa International Airport,UFA
Kurumoch International Airport,KUF
"Rewa Airport, Chorhata, REWA",REW
Gondia Airport,GDB
Sardar Vallabh Bhai Patel International Airport,AMD
